C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_32_584.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_32_584.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_32_584.jpg, 0, 0, 0, 7.894117E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_32_686.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_32_686.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_32_686.jpg, 0, 0, 0, 8.155865E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_32_788.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_32_788.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_32_788.jpg, 0, 0, 0, 7.874325E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_32_889.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_32_889.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_32_889.jpg, 0, 0, 0, 7.80636E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_32_990.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_32_990.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_32_990.jpg, 0, 0, 0, 7.803352E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_33_091.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_33_091.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_33_091.jpg, 0, 0, 0, 7.929507E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_33_194.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_33_194.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_33_194.jpg, 0, 0, 0, 7.879196E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_33_295.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_33_295.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_33_295.jpg, 0, 0, 0, 7.775857E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_33_395.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_33_395.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_33_395.jpg, 0, 0, 0, 8.05368E-05
C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\center_2020_02_18_06_03_33_498.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\left_2020_02_18_06_03_33_498.jpg, C:\Users\nagne\Desktop\simulator-windows-64\Data\IMG\right_2020_02_18_06_03_33_498.jpg, 0, 0, 0, 8.198372E-05
